EquipID,License#,Year,Make,Model,Description,Dept,InServiceDate,Estimated Replacement Year,Equipment Type,InServiceCost,Asset Weight Category,System Group,Fuel Type
37054,82208D,2025,FORD,PIUH,SUV - PATROL - HYBRID,CSCC,10/28/2025,2035,SUV - PATROL - HYBRID,"$64,133.15",CLASS 2,SUV,UNL
37057,80785D,2025,FORD,PIUH,SUV - PATROL - HYBRID,CSCC,10/21/2025,2035,SUV - PATROL - HYBRID,"$64,129.48",CLASS 2,SUV,UNL
33792,,2016,JNDR,4044R,TRACTOR W/LOADER & ATTACHEMENTS,DPR,12/27/2016,2026,TRACTOR - LOADER,"$64,106.21",OFFROAD LIGHT,LANDSCAPE,DSL
37053,80722D,2025,FORD,PIUH,SUV - PATROL - HYBRID,CSCC,10/28/2025,2035,SUV - PATROL - HYBRID,"$64,065.29",CLASS 2,SUV,UNL
37056,80783D,2025,FORD,PIUH,SUV - PATROL - HYBRID,CSCC,10/28/2025,2035,SUV - PATROL - HYBRID,"$63,936.93",CLASS 2,SUV,UNL
35756,,2023,JNDR,318G,SKID STEER LOADER 6K,SDOT,09/01/2023,2033,LOADER - SKID STEER,"$63,882.05",OFFROAD LIGHT,CONSTRUCTION,DSL
32775,55712D,2015,FORD,F250,PICKUP EXT CAB 2WD SERVICE BODY,DPR,09/12/2014,2024,TRUCK - LIGHT,"$63,774.03",CLASS 2,PICKUP,DSL
37059,80740D,2025,FORD,PIUH,SUV - PATROL - HYBRID,CSCC,10/28/2025,2035,SUV - PATROL - HYBRID,"$63,722.16",CLASS 2,SUV,UNL
34271,63795D,2017,FORD,TRANSIT350,VAN CARGO 2WD - MEDIUM ROOF LWB,SPU,08/08/2017,2027,VAN,"$63,717.77",CLASS 2,VAN,UNL
37058,80784D,2025,FORD,PIUH,SUV - PATROL - HYBRID,CSCC,10/21/2025,2035,SUV - PATROL - HYBRID,"$63,700.21",CLASS 2,SUV,UNL
33799,&382424,2016,JNDR,4044R,TRACTOR W/LOADER & ATTACHEMENTS,DPR,11/17/2016,2026,TRACTOR - LOADER,"$63,695.97",OFFROAD LIGHT,LANDSCAPE,DSL
34968,,2019,JCB,215T4,LOADER - SKID STEER LOADER -  SOLID WASTE,SPU,10/04/2019,2028,LOADER - SKID STEER,"$63,668.30",OFFROAD LIGHT,CONSTRUCTION,DSL
37060,80739D,2025,FORD,PIUH,SUV - PATROL - HYBRID,CSCC,10/28/2025,2035,SUV - PATROL - HYBRID,"$63,667.58",CLASS 2,SUV,UNL
35959,78575D,2023,VOLK,ID.4,SEDAN-COMPACT-AWD>PEV,SCL,02/13/2024,2034,SUV - MED - ELE,"$63,638.21",CLASS 1,SUV,ELE
35715,72715D,2021,FORD,F150,PICKUP-CREW CAB 4X4>UNL,SCL,10/27/2022,2034,TRUCK - LIGHT - HYBRID,"$63,606.60",CLASS 2,PICKUP,UNL
33397,60324D,2015,BAND,250XP,"12"" CHIPPER",SDOT,09/16/2015,2025,CHIPPER,"$63,540.60",OFFROAD MEDIUM,LANDSCAPE,DSL
33477,,2016,CATP,262D,COMPACT SKID STEER FRONT LOADER 8000 LB,SCL,12/31/2015,2031,LOADER - SKID STEER,"$63,534.00",OFFROAD LIGHT,CONSTRUCTION,DSL
36017,80502D,2023,FORD,F150,PICKUP EXT CAB 2WD,DPR,11/05/2024,2034,TRUCK - LIGHT,"$63,471.48",CLASS 1,PICKUP,UNL
35507,71423D,2020,FORD,F250,ASPHALT CREW,SDOT,03/19/2021,2031,TRUCK - LIGHT,"$63,455.96",CLASS 2,PICKUP,DSL
36056,80627D,2024,FORD,RANGER,PICKUP COMPACT CREW CAB 2WD,SDOT,09/08/2025,2035,TRUCK - LIGHT,"$63,416.99",CLASS 1,PICKUP,UNL
33659,61746D,2016,CHEV,TAHOEPPV,SUV - FULL SIZE - 4WD - SWAT,SPD,08/25/2016,2028,SUV - LRG,"$63,406.10",CLASS 2,SUV,UNL
33871,62733D,2017,FORD,TRANSIT,CARGO VAN 2WD - FULL SIZE,SPU,03/13/2017,2025,VAN,"$63,362.27",CLASS 2,VAN,DSL
33861,62711D,2017,FORD,F350,PICKUP EXT CAB 2WD - DUMPING FLATBED,DPR,04/27/2017,2026,TRUCK - LIGHT,"$63,240.63",CLASS 3,PICKUP,DSL
35852,,2023,TORO,3310,MOWER - 4WD 6`,DPR,12/29/2023,2030,MOWER,"$63,155.92",OFFROAD LIGHT,LANDSCAPE,DSL
35446,71419D,2020,FORD,F250,PICKUP EXT CAB 4WD - WATERSHED OPERATIONS,SPU,01/27/2021,2031,TRUCK - LIGHT,"$63,120.64",CLASS 2,PICKUP,DSL
33783,62454D,2017,FORD,TRANSIT350,VAN CARGO 2WD - MED ROOF,SPU,01/25/2017,2027,VAN - XL HYBRID,"$63,075.05",CLASS 3,VAN,UNL
35810,74700D,2023,FORD,F150,PICKUP EXT CAB 4WD,DPR,01/17/2024,2034,TRUCK - LIGHT,"$63,031.53",CLASS 2,PICKUP,UNL
34794,66767D,2018,BAND,18XP,TRAILER - WOOD CHIPPER,DPR,11/08/2018,2026,CHIPPER,"$63,009.11",OFFROAD LIGHT,LANDSCAPE,UNL
35849,,2023,TORO,3310,MOWER - 4WD 6`,DPR,01/17/2024,2031,MOWER,"$62,985.87",OFFROAD LIGHT,LANDSCAPE,DSL
35847,,2023,TORO,3310,MOWER - 4WD 6`,DPR,02/06/2024,2031,MOWER,"$62,954.78",OFFROAD LIGHT,LANDSCAPE,DSL
36016,80427D,2023,FORD,F150,PICKUP EXT CAB 2WD,DPR,10/23/2024,2034,TRUCK - LIGHT,"$62,933.47",CLASS 1,PICKUP,UNL
32140,56114D,2013,FORD,F350,PICKUP 2WD SERVICE BODY CREW CAB,SDOT,07/02/2013,2023,TRUCK - LIGHT,"$62,911.75",CLASS 3,PICKUP,DSL
33736,62766D,2014,CUMM,C60D6R,TRAILER MOUNTED GENERATOR,SPU,01/25/2017,2036,GENERATOR,"$62,907.57",OFFROAD HEAVY,TRAILER,DSL
34295,64645D,2017,FORD,TRANSIT,CARGO VAN LOW ROOF 2WD,SPU,09/12/2017,2027,VAN - XL HYBRID,"$62,810.43",CLASS 2,VAN,UNL
35848,,2023,TORO,3310,MOWER - 4WD 6`,DPR,01/17/2024,2031,MOWER,"$62,719.71",OFFROAD LIGHT,LANDSCAPE,DSL
85201,48033D,2008,FORD,F450,PICKUP - PROVER TRUCK,FAS,05/01/2008,2023,TRUCK - HEAVY,"$62,613.46",CLASS 4,TRUCK,DSL
33740,61780D,2017,FORD,TRANSIT,VAN CARGO 2WD - MEDIUM ROOF,SPU,12/16/2016,2026,VAN,"$62,568.54",CLASS 2,VAN,UNL
34659,66248D,2018,FORD,PIU,PATROL UTILITY 4WD,SPD,05/09/2019,2026,SUV - PATROL,"$62,551.34",CLASS 2,PATROL,UNL
34374,64665D,2017,FORD,F150,PICKUP EXT  CAB 2WD,SDOT,08/29/2018,2028,TRUCK - LIGHT,"$62,486.99",CLASS 2,PICKUP,UNL
31685,53097D,2012,FORD,F350,PICKUP F350 DIESEL SUPERCAB,SCL,03/29/2012,2022,TRUCK - LIGHT,"$62,397.42",CLASS 3,PICKUP,DSL
33529,61400D,2016,FORD,F350,PICKUP WITH WATER TANK CREW CAB,DPR,03/25/2016,2026,TRUCK - LIGHT,"$62,330.00",CLASS 3,PICKUP,DSL
36139,72710D,2021,BUSB,RAILHAULCHASSIS,TRAILER - RAIL CHASSIS,SPU,06/17/2022,2032,TRAILER - RAIL HAUL CHASSIS,"$62,300.00",CLASS 8,TRAILER,NON
36140,72711D,2021,BUSB,RAILHAULCHASSIS,TRAILER - RAIL CHASSIS,SPU,06/17/2022,2032,TRAILER - RAIL HAUL CHASSIS,"$62,300.00",CLASS 8,TRAILER,NON
32527,,2014,BOBC,E45,EXCAVATOR COMPACT,SPD,11/20/2013,2028,EXCAVATOR,"$62,176.59",OFFROAD LIGHT,CONSTRUCTION,DSL
32801,59353D,2015,CHEV,SUBNC25,SUV - FULL SIZE - 4WD,SFD,04/22/2015,2025,SUV - LRG,"$61,990.80",CLASS 2,SUV,UNL
36321,,2024,JNDR,4044R,TRACTOR COMPACT UTILITY TRACTOR,CEN,07/16/2024,2034,TRACTOR,"$61,966.23",OFFROAD LIGHT,LANDSCAPE,DSL
35447,71428D,2020,FORD,F250,PICKUP EXT CAB 4WD WATERSHED OPERATIONS,SPU,04/01/2021,2031,TRUCK - LIGHT,"$61,818.02",CLASS 2,PICKUP,DSL
36299,80457D,2024,TOYT,BZ4X,SUV - MED - ELE,DPR,12/10/2024,2036,SUV - MED - ELE,"$61,809.58",CLASS 1,SUV,ELE
34062,67279D,2018,FORD,F150,TRAFFIC,SPD,06/12/2019,2029,TRUCK - LIGHT,"$61,749.74",CLASS 2,PICKUP,UNL
34599,66747D,2018,FORD,PIU,UTILITY 4WD,SFD,03/25/2019,2029,SUV - PATROL,"$61,545.35",CLASS 2,PATROL,UNL
36167,78382D,2023,FORD,PIUH,PATROL,SPD,09/24/2024,2031,NONE,"$61,532.30",CLASS 2,PATROL,UNL
33606,61660D,2016,FORD,TRANSIT,VAN CARGO 2WD,SPU,07/22/2016,2026,VAN,"$61,501.04",CLASS 2,VAN,UNL
33017,59669D,2015,FORD,F350,PICKUP EZ DUMP BED,DPR,05/01/2015,2025,TRUCK - LIGHT,"$61,456.53",CLASS 3,PICKUP,DSL
33162,59320D,2014,CUMM,C100D6R,TRAILER MOUNTED GENERATOR,SCL,02/12/2015,2035,GENERATOR,"$61,451.20",OFFROAD LIGHT,TRAILER,DSL
34878,,2019,TOYT,058FBM25T,5K,SCL,06/16/2020,2040,FORKLIFT - ELECTRIC,"$61,358.73",OFFROAD LIGHT,CONSTRUCTION,ELE
32956,59308D,2015,FORD,F350,PICKUP 4WD CREW,SCL,02/10/2015,2025,TRUCK - LIGHT,"$61,321.84",CLASS 3,PICKUP,DSL
36302,80446D,2024,TOYT,BZ4X,SUV - MED - ELE,DPR,12/10/2024,2036,SUV - MED - ELE,"$61,303.58",CLASS 1,SUV,ELE
34593,67339D,2018,FORD,PIU,UTILITY 4WD,SFD,03/19/2019,2029,SUV - PATROL,"$61,299.38",CLASS 2,PATROL,UNL
34436,78583D,2018,FORD,F250,PICKUP,DPR,08/29/2018,2028,TRUCK - LIGHT,"$61,282.71",CLASS 3,PICKUP,DSL
93074,50294D,2009,FORD,F450,PICKUP - FLATBED - WELDER - CLASS 4,FAS,06/01/2009,2023,TRUCK - FLATBED,"$61,223.19",CLASS 4,TRUCK,DSL
34529,69509D,2020,FORD,F250,PICKUP - CREW CAB - 4WD,SFD,09/24/2020,2030,TRUCK - LIGHT,"$61,177.12",CLASS 2,PICKUP,UNL
33697,61736D,2016,FORD,F350,WITH LIFTGATE,SCL,08/29/2016,2026,TRUCK - LIGHT,"$61,127.72",CLASS 3,PICKUP,DSL
33694,61722D,2016,FORD,TRANSIT350,CARGO,FAS,05/18/2017,2027,VAN - XL HYBRID,"$60,974.29",CLASS 3,VAN,UNL
36018,78898D,2023,FORD,F150,PICKUP SUPER CAB 2WD,DPR,11/22/2024,2034,TRUCK - LIGHT,"$60,915.51",CLASS 1,PICKUP,UNL
34264,,2016,CHEV,TAHOEPPV,SUV - FULL SIZE - 4WD,SPD,08/30/2017,2025,SUV - LRG,"$60,909.72",CLASS 2,SUV,UNL
34715,67365D,2019,FORD,F250,PICKUP CREW CAB 4WD,SPU,09/26/2019,2029,TRUCK - LIGHT,"$60,883.31",CLASS 2,PICKUP,DSL
32089,56451D,2013,FORD,F350,PICKUP 2WD REG CAB ANIMAL SERVICE BODY,FAS,09/12/2013,2023,TRUCK - LIGHT,"$60,843.70",CLASS 3,PICKUP,DSL
34657,66246D,2018,FORD,PIU,PATROL UTILITY 4WD,SPD,10/08/2018,2023,SUV - PATROL,"$60,818.18",CLASS 2,PATROL,UNL
35891,75078D,2023,FORD,F150,PICKUP EXT CAB 4WD,DPR,02/13/2024,2034,TRUCK - LIGHT,"$60,727.39",CLASS 1,PICKUP,UNL
34336,66180D,2017,FORD,F150,PROPANE POWERED,SCL,05/10/2018,2028,TRUCK - LIGHT,"$60,687.28",CLASS 2,PICKUP,
36300,80458D,2024,TOYT,BZ4X,SUV - MED - ELE,DPR,12/12/2024,2036,SUV - MED - ELE,"$60,623.17",CLASS 1,SUV,ELE
34629,70540D,2020,FORD,F250,METER READING,SPU,08/28/2020,2030,TRUCK - LIGHT,"$60,589.18",CLASS 2,PICKUP,DSL
34504,66721D,2018,FORD,F250,CREW CAB SHORT BED,DPR,10/03/2018,2028,TRUCK - LIGHT,"$60,541.39",CLASS 3,PICKUP,DSL
36249,79452D,2024,FORD,RANGER,COMPACT PICKUP CREW CAB 2WD,DPR,11/20/2024,2034,TRUCK - LIGHT,"$60,415.15",CLASS 1,PICKUP,UNL
36301,80459D,2024,TOYT,BZ4X,SUV - MED - ELE,DPR,12/13/2024,2036,SUV - MED - ELE,"$60,405.91",CLASS 1,SUV,ELE
35953,79194D,2023,FORD,TRANSIT350,VAN-FULLSIZE-PASSENGER-4X4>UNL,SCL,04/10/2024,2034,VAN,"$60,295.08",CLASS 2,VAN,UNL
32090,56452D,2013,FORD,F350,PICKUP 2WD REG CAB ANIMAL SERVICE BODY,FAS,03/20/2014,2022,TRUCK - LIGHT,"$60,246.81",CLASS 3,PICKUP,DSL
34757,66622D,2018,FORD,PIU,HOMICIDE,SPD,01/29/2019,2024,SUV - PATROL,"$60,238.70",CLASS 2,PATROL,UNL
33735,62751D,2014,CUMM,C60D6R,TRAILER MOUNTED GENERATOR,SPU,01/31/2017,2036,GENERATOR,"$60,229.58",OFFROAD HEAVY,TRAILER,DSL
36480,80602D,2024,FORD,TRANSIT350,VAN - 12 PASSENGER,DPR,03/13/2025,2035,VAN,"$60,207.10",CLASS 3,VAN,UNL
36153,78535D,2023,FORD,F150H,PICKUP-FULLSIZE-CREW CAB-4X4>HYB,SCL,08/24/2023,2033,TRUCK - LIGHT,"$60,195.82",CLASS 2,PICKUP,UNL
65510,43934D,2006,SECA,BU55D,TRAILER - SEWER DRAG MACHINE,SPU,09/07/2006,2016,SEWER DRAG MACHINE,"$60,120.98",OFFROAD LIGHT,TRAILER,DSL
36479,80579D,2024,FORD,TRANSIT350,VAN - 12 PASSENGER,DPR,02/25/2025,2035,VAN,"$60,063.89",CLASS 3,VAN,UNL
36478,80598D,2024,FORD,TRANSIT350,VAN - 12 PASSENGER,DPR,03/26/2025,2035,VAN,"$60,003.26",CLASS 3,VAN,UNL
32376,,2007,KUBO,F3680,MOWER RIDING,SCL,04/01/2007,2017,MOWER,"$60,000.00",OFFROAD LIGHT,LANDSCAPE,DSL
32377,,2010,JLGX,FS80,AERIAL WORK PLATFORM ELECTRIC,SCL,02/01/2010,2026,AERIAL - PLATFORM - ELECTRIC,"$60,000.00",OFFROAD LIGHT,CONSTRUCTION,ELE
32413,,2004,TORO,4800,SWEEPER RIDING,SCL,02/01/2004,2024,SWEEPER - YARD,"$60,000.00",OFFROAD LIGHT,LANDSCAPE,UNL
32414,,2004,TORO,4800,SWEEPER RIDING,SCL,02/01/2004,2024,SWEEPER - YARD,"$60,000.00",OFFROAD LIGHT,LANDSCAPE,UNL
32415,,2009,JNDR,ZTRAC997,MOWER RIDING,SCL,04/01/2009,2019,MOWER,"$60,000.00",OFFROAD LIGHT,LANDSCAPE,DSL
32416,,2009,JNDR,ZTRAC997,MOWER RIDING,SCL,04/01/2009,2019,MOWER,"$60,000.00",OFFROAD LIGHT,LANDSCAPE,DSL
80423,80573D,2005,FORD,F250,PICKUP - CREW CAB - 4WD,SFD,02/14/2006,0,TRUCK - LIGHT,"$60,000.00",CLASS 2,PICKUP,UNL
32170,56145D,2013,CRAF,SUPERSHOT125,TRAILER ASPHALT CRACK SEALER,SDOT,07/10/2013,2028,TRAILER,"$59,968.80",OFFROAD LIGHT,TRAILER,DSL
34142,,2017,TOYT,8FG35U,8000 LB CAPACITY DUAL DRIVE TIRES,FAS,10/17/2017,2028,FORKLIFT,"$59,921.17",OFFROAD LIGHT,CONSTRUCTION,
32088,56111D,2013,FORD,F350,PICKUP 2WD ANIMAL SERVICE BODY,FAS,05/08/2013,2023,TRUCK - LIGHT,"$59,915.05",CLASS 3,PICKUP,DSL
36250,80486D,2024,FORD,RANGER,PICKUP COMPACT 2WD,DPR,12/23/2024,2034,TRUCK - LIGHT,"$59,897.69",CLASS 1,PICKUP,UNL
35307,71757D,2020,FORD,F450,PICKUP CREW CAB 4WD SERVICE BODY W/CRANE,SPU,05/03/2021,2031,TRUCK - FLATBED,"$59,884.27",CLASS 4,TRUCK,DSL
34408,,2017,TOYT,058FBMK30T,6000 LB 80V ELECTRIC FORKLIFT,DPR,03/26/2018,2029,FORKLIFT - ELECTRIC,"$59,856.19",OFFROAD LIGHT,CONSTRUCTION,ELE
34656,66245D,2018,FORD,PIU,PATROL UTILITY 4WD,SPD,09/06/2018,2023,SUV - PATROL,"$59,843.89",CLASS 2,PATROL,UNL
33300,59948D,2015,FORD,F150,PICKUP 4WD CREW,HSD,11/20/2015,2021,NONE,"$59,799.01",CLASS 2,PICKUP,UNL
32885,53364D,2015,TOYT,HIGHLDRH,SUV MIDSIZE HYBRID 4WD,SPD,02/17/2015,2027,SUV - MED - HYBRID,"$59,790.96",CLASS 1,SUV,UNL
36481,80520D,2024,FORD,TRANSIT350,VAN - 12 PASSENGER,DPR,01/10/2025,2035,VAN,"$59,779.92",CLASS 3,VAN,UNL
35909,74684D,2022,FORD,F150LIGHTNING,PICKUP FULLSIZE CREW CAB 4X4 EV,SCL,05/19/2023,2033,TRUCK - LIGHT - ELECTRIC,"$59,760.38",CLASS 2,PICKUP,ELE
35910,76549D,2022,FORD,F150LIGHTNING,PICKUP FULLSIZE CREW CAB 4X4 EV,SCL,05/19/2023,2033,TRUCK - LIGHT - ELECTRIC,"$59,760.38",CLASS 2,PICKUP,ELE
35491,72948D,2020,FORD,F450,PICKUP CREW CAB 4WD - WATER,SPU,10/05/2021,2031,TRUCK - FLATBED,"$59,701.01",CLASS 5,TRUCK,DSL
36810,82005D,2024,CHEV,BLAZE-EV,SUV - MED - ELE,DPR,08/25/2025,2037,SUV - MED - ELE,"$59,684.48",CLASS 1,SUV,ELE
35461,71196D,2020,FORD,F250,PICKUP EXTENDED CAB 2WD,DPR,01/05/2021,2031,TRUCK - LIGHT,"$59,677.96",CLASS 2,PICKUP,DSL
35976,78548D,2023,VOLK,ID.4,SEDAN-COMPACT-AWD>PEV,SCL,02/15/2024,2034,SUV - MED - ELE,"$59,668.00",CLASS 1,SUV,ELE
36484,80580D,2024,FORD,TRANSIT350,VAN - 12 PASSENGER,DPR,03/04/2025,2035,VAN,"$59,597.04",CLASS 3,VAN,UNL
36251,80444D,2024,FORD,RANGER,PICKUP COMPACT 2WD,DPR,12/11/2024,2034,TRUCK - LIGHT,"$59,497.06",CLASS 1,PICKUP,UNL
35808,74697D,2023,FORD,F150,PICKUP EXT CAB 2WD,DPR,02/09/2024,2034,TRUCK - LIGHT,"$59,488.50",CLASS 1,PICKUP,UNL
33033,59390D,2015,FORD,TRANSIT,CARGO VAN 2WD,SPU,08/21/2015,2025,VAN,"$59,456.45",CLASS 2,VAN,DSL
35490,72954D,2020,FORD,F450,PICKUP CREW CAB 2WD - DWW MAINTENANCE,SPU,10/18/2021,2031,TRUCK - HEAVY,"$59,450.40",CLASS 5,TRUCK,DSL
34646,66748D,2018,FORD,PIU,UTILITY 4WD,SFD,04/23/2019,2029,SUV - PATROL,"$59,414.55",CLASS 2,PATROL,UNL
35611,76964D,2023,TOYT,BZ4X,SUV - MED - ELE - PARKING ENFORCEMENT,SPD,08/22/2024,2036,NONE,"$59,371.87",CLASS 1,SUV,ELE
35628,79174D,2023,FORD,F150,PICKUP EXT CAB 4WD,SPU,05/07/2024,2034,NONE,"$59,364.91",CLASS 1,PICKUP,UNL
35809,74699D,2023,FORD,F150,PICKUP EXT CAB 2WD,DPR,01/17/2024,2034,TRUCK - LIGHT,"$59,319.11",CLASS 1,PICKUP,UNL
34752,66617D,2018,FORD,PIU,PATROL UTILITY 4WD- HALF CAGE,SPD,08/22/2018,2023,SUV - PATROL,"$59,317.92",CLASS 2,PATROL,UNL
33999,64678D,2017,FORD,F350,CAB CHASSIS,DPR,08/29/2017,2027,TRUCK - LIGHT,"$59,195.14",CLASS 3,PICKUP,DSL
34655,66244D,2018,FORD,PIU,PATROL UTILITY 4WD,SPD,09/04/2018,2023,SUV - PATROL,"$59,172.24",CLASS 2,PATROL,UNL
36006,,2024,TORO,WORKHDX,UTILITY VEHICLE,DPR,07/02/2024,2032,NONE,"$59,160.72",OFFROAD LIGHT,LANDSCAPE,UNL
33597,61655D,2016,FORD,F350,PICKUP - CREW CAB - 4WD,SFD,07/12/2016,2026,TRUCK - LIGHT,"$59,120.06",CLASS 3,PICKUP,DSL
76069,47785D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - SOUTH STA,SCL,07/10/2008,2022,VAN - WALKIN,"$59,117.90",CLASS 4,VAN,UNL
34661,66250D,2018,FORD,PIU,PATROL UTILITY 4WD,SPD,09/12/2018,2023,NONE,"$59,010.55",CLASS 2,PATROL,UNL
34755,66620D,2018,FORD,PIU,LIEUTENANT,SPD,12/21/2018,2023,SUV - PATROL,"$58,942.23",CLASS 2,PATROL,UNL
34615,66742D,2018,FORD,F250,CREW CAB PICKUP,DPR,10/16/2018,2028,TRUCK - LIGHT,"$58,856.51",CLASS 3,PICKUP,DSL
34670,66634D,2018,FORD,F150,SSV PICKUP,SPD,10/19/2018,2028,TRUCK - LIGHT,"$58,851.74",CLASS 2,PICKUP,UNL
34751,66616D,2018,FORD,PIU,PATROL UTILITY 4WD,SPD,10/09/2018,2023,SUV - PATROL,"$58,728.45",CLASS 2,PATROL,UNL
34660,66249D,2018,FORD,PIU,PATROL UTILITY 4WD,SPD,09/17/2018,2023,SUV - PATROL,"$58,686.26",CLASS 2,PATROL,UNL
34665,66253D,2018,FORD,PIU,PATROL UTILITY 4WD,SPD,09/14/2018,2023,SUV - PATROL,"$58,677.81",CLASS 2,PATROL,UNL
35310,71442D,2020,BUSB,RAILHAULCHASSIS,TRAILER - RAIL CHASSIS TRAILER,SPU,,2040,TRAILER - RAIL HAUL CHASSIS,"$58,600.00",CLASS 8,TRAILER,NON
35311,71436D,2020,BUSB,RAILHAULCHASSIS,TRAILER - RAIL CHASSIS TRAILER,SPU,,2040,TRAILER - EQUIPMENT,"$58,600.00",CLASS 8,TRAILER,NON
35312,71434D,2020,BUSB,RAILHAULCHASSIS,TRAILER - RAIL CHASSIS TRAILER,SPU,,2040,TRAILER - RAIL HAUL CHASSIS,"$58,600.00",CLASS 8,TRAILER,NON
35313,71438D,2020,BUSB,RAILHAULCHASSIS,TRAILER - RAIL CHASSIS,SPU,,2040,TRAILER - RAIL HAUL CHASSIS,"$58,600.00",CLASS 8,TRAILER,NON
35314,71437D,2020,BUSB,RAILHAULCHASSIS,TRAILER - RAIL CHASSIS,SPU,,2040,TRAILER - RAIL HAUL CHASSIS,"$58,600.00",CLASS 8,TRAILER,NON
35315,71441D,2020,BUSB,RAILHAULCHASSIS,TRAILER - RAIL CHASSIS,SPU,,2040,TRAILER - RAIL HAUL CHASSIS,"$58,600.00",CLASS 8,TRAILER,NON
35316,71435D,2020,BUSB,RAILHAULCHASSIS,TRAILER - RAIL HAUL CHASSIS,SPU,,2040,TRAILER - RAIL HAUL CHASSIS,"$58,600.00",CLASS 8,TRAILER,NON
35317,71440D,2020,BUSB,RAILHAULCHASSIS,TRAILER - RAIL HAUL CHASSIS,SPU,,2040,TRAILER - RAIL HAUL CHASSIS,"$58,600.00",CLASS 8,TRAILER,NON
35318,71439D,2020,BUSB,RAILHAULCHASSIS,TRAILER - RAIL CHASSIS,SPU,,2040,TRAILER - RAIL HAUL CHASSIS,"$58,600.00",CLASS 8,TRAILER,NON
32562,57754D,2014,FORD,F350,PICKUP SERVICE BODY 2WD,SCL,08/18/2014,2024,TRUCK - LIGHT,"$58,596.07",CLASS 3,PICKUP,DSL
35613,76966D,2023,TOYT,BZ4X,SUV - MED - ELE - PARKING ENFORCEMENT,SPD,03/01/2024,2036,SUV - MED - ELE,"$58,549.32",CLASS 1,SUV,ELE
34760,66625D,2018,FORD,PIU,ALTERNATIVE RESPONSE,SPD,01/03/2019,2024,SUV - PATROL,"$58,503.58",CLASS 2,PATROL,UNL
84824,49697D,2008,FORD,F350,PICKUP - SERVICE BODY - 4X4,FAS,05/01/2009,2024,TRUCK - LIGHT,"$58,433.23",CLASS 3,PICKUP,DSL
34674,66259D,2018,FORD,PIU,PATROL UTILITY 4WD ALPR,SPD,10/03/2018,2023,SUV - PATROL,"$58,319.54",CLASS 2,PATROL,UNL
34672,66257D,2018,FORD,PIU,PATROL UTILITY 4WD,SPD,10/18/2018,2023,SUV - PATROL,"$58,312.58",CLASS 2,PATROL,UNL
33528,61618D,2016,FORD,F150,PICKUP EXT CAB 4WD - SPILL RESPONSE,SPU,05/24/2016,2026,TRUCK - LIGHT,"$58,247.50",CLASS 2,PICKUP,UNL
33994,63789D,2017,FORD,TRANSIT,VAN CARGO 2WD - MED ROOF,SPU,09/07/2017,2027,VAN - XL HYBRID,"$58,192.66",CLASS 2,VAN,UNL
32563,57755D,2014,FORD,F350,PICKUP SERVICE BODY 2WD,SCL,09/02/2014,2024,TRUCK - LIGHT,"$58,139.73",CLASS 3,PICKUP,DSL
34717,67426D,2018,CHEV,EXPRESS,VAN - FULL SIZE - 15 PASSENGER,SFD,06/25/2019,2029,VAN - HYBRID,"$58,136.15",CLASS 2,VAN,UNL
35614,78507D,2023,TOYT,BZ4X,SUV - MED - ELE - PARKING ENFORCEMENT,SPD,04/09/2024,2036,SUV - MED - ELE,"$58,068.00",CLASS 1,SUV,ELE
33784,62460D,2016,FORD,F150,FIELD SYSTEMS,SCL,01/23/2017,2026,TRUCK - LIGHT,"$58,053.17",CLASS 2,PICKUP,UNL
34058,66229D,2018,FORD,TRANSIT250,CARGO VAN WITH XL HYBRID INSTALLED,SPL,07/05/2018,2028,VAN - XL HYBRID,"$58,050.76",CLASS 2,VAN,UNL
34893,66778D,2019,FORD,F250,PICKUP,SCL,12/20/2018,2028,TRUCK - LIGHT,"$57,940.55",CLASS 3,PICKUP,DSL
33619,61656D,2016,FORD,F150,PICKUP CREW CAB 4WD,SDOT,07/26/2016,2024,TRUCK - LIGHT,"$57,915.86",CLASS 2,PICKUP,UNL
35045,,2019,JNDR,3046R,TRACTOR - MOWER  MAINTENANCE,SPU,12/05/2019,2029,TRACTOR - MOWER,"$57,707.59",OFFROAD HEAVY,LANDSCAPE,DSL
34215,64629D,2017,FORD,TRANSIT350,CARGO - HIGH ROOF VAN,DPR,08/17/2017,2027,VAN,"$57,691.03",CLASS 2,VAN,DSL
34057,66231D,2018,FORD,TRANSIT,CARGO VAN WITH XL HYBRID INSTALLED,SPL,06/21/2018,2028,VAN - XL HYBRID,"$57,580.81",CLASS 2,VAN,UNL
33426,60386D,2015,GDWN,CD150M,TRAILER MOUNTED PUMP,SPU,11/02/2015,2025,TRAILER,"$57,517.92",CLASS 4,TRAILER,DSL
32494,57729D,2014,FORD,F450,PICKUP 4WD CREW CAB,SCL,03/12/2014,2024,TRUCK - HEAVY,"$57,446.12",CLASS 4,TRUCK,DSL
34411,66720D,2017,FORD,F550,TRUCK - HEAVY 4WD - 16` BOX CCTV,SPU,01/09/2019,2029,TRUCK - HEAVY,"$57,372.55",CLASS 5,TRUCK,DSL
33057,50685D,2010,FORD,F350,PICKUP - SERVICE BODY,FAS,11/01/2009,2019,TRUCK - LIGHT,"$57,366.69",CLASS 3,PICKUP,DSL
